id,price,year,manufacturer,model,condition,cylinders,odometer,type,paint_color,state,lat,long,posting_date,fuel_id,transmission_id
7303925911,22500,2020,chrysler,pacifica,like new,6 cylinders,40815,mini-van,black,ar,"35,52","-93,84",2021-04-08T18:12:42-0500,1,2
7303732563,0,2020,chevrolet,silverado 1500,excellent,8 cylinders,51487,truck,white,ar,"34,9","-95,75",2021-04-08T12:28:18-0500,1,2
7303247894,0,2019,ford,f-150,excellent,8 cylinders,74471,truck,yellow,ar,"34,9","-95,75",2021-04-07T13:28:40-0500,1,2
7303170147,0,2019,gmc,sierra 1500,excellent,8 cylinders,47606,truck,black,ar,"34,9","-95,75",2021-04-07T11:30:29-0500,1,2
7302810934,68988,2020,chevrolet,silverado 2500hd,like new,8 cylinders,40000,truck,black,ar,"35,22","-97,46",2021-04-06T15:47:59-0500,2,2
7302721020,0,2020,gmc,sierra 1500,excellent,8 cylinders,49152,truck,black,ar,"34,9","-95,75",2021-04-06T13:20:54-0500,1,2
7302603849,0,2020,chevrolet,camaro,excellent,8 cylinders,44722,coupe,red,ar,"34,9","-95,75",2021-04-06T10:22:17-0500,1,2
7315319141,32990,2020,dodge,challenger r/t coupe 2d,good,8 cylinders,2676,coupe,white,ar,"35,82","-90,68",2021-05-01T10:41:40-0500,1,1
7315152778,16793,2019,kia,soul,excellent,4 cylinders,80702,SUV,red,ar,"35,17","-89,94",2021-04-30T21:30:32-0500,1,2
7314933891,39990,2020,nissan,370z nismo coupe 2d,good,6 cylinders,8373,coupe,white,ar,"35,82","-90,68",2021-04-30T13:31:13-0500,1,1
7314903798,34590,2019,ford,f150 super cab xl pickup 4d,good,6 cylinders,20856,pickup,white,ar,"35,82","-90,68",2021-04-30T12:41:07-0500,1,1
7314878990,39590,2021,ford,mustang gt premium coupe 2d,good,8 cylinders,1419,coupe,white,ar,"35,82","-90,68",2021-04-30T12:00:58-0500,1,1
7313355628,25990,2020,ram,1500 classic regular cab,good,8 cylinders,12302,pickup,white,ar,"35,82","-90,68",2021-04-27T11:01:32-0500,1,1
7312977109,16793,2019,kia,soul,excellent,4 cylinders,80702,SUV,red,ar,"35,17","-89,94",2021-04-26T14:30:58-0500,1,2
7312741055,33990,2019,gmc,sierra 1500 double cab sle,good,6 cylinders,24299,pickup,white,ar,"35,82","-90,68",2021-04-26T08:14:49-0500,1,1
7311854404,36990,2019,ram,1500 crew cab big horn,good,8 cylinders,27716,pickup,blue,ar,"35,82","-90,68",2021-04-24T10:01:23-0500,1,1
7311789445,35590,2019,ram,1500 crew cab big horn,good,6 cylinders,22805,pickup,black,ar,"35,82","-90,68",2021-04-24T07:31:40-0500,3,1
7311278478,26900,2021,chevrolet,colorado crew cab,like new,4 cylinders,7500,pickup,white,ar,"36,41","-90,03",2021-04-23T07:50:43-0500,1,2
7308830943,33990,2019,jeep,wrangler unlimited willys,good,6 cylinders,34636,other,white,ar,"35,82","-90,68",2021-04-18T12:50:45-0500,1,1
7308802495,36590,2020,gmc,sierra 1500 limited double,good,8 cylinders,14222,pickup,blue,ar,"35,82","-90,68",2021-04-18T12:00:48-0500,1,1
7308759013,16793,2019,kia,soul,excellent,4 cylinders,80702,SUV,red,ar,"35,17","-89,94",2021-04-18T10:45:41-0500,1,2
7308694654,24590,2019,nissan,frontier crew cab pro-4x,good,6 cylinders,33036,pickup,black,ar,"35,82","-90,68",2021-04-18T08:34:01-0500,1,1
7306708458,28590,2020,infiniti,qx60 pure sport utility,good,6 cylinders,29583,SUV,blue,ar,"35,82","-90,68",2021-04-14T11:11:12-0500,1,1
7306271508,30990,2019,acura,mdx sh-awd sport utility,good,6 cylinders,34605,SUV,white,ar,"35,82","-90,68",2021-04-13T13:12:08-0500,1,1
7304611665,36990,2019,ford,f150 supercrew cab xlt,good,8 cylinders,10170,pickup,black,ar,"35,82","-90,68",2021-04-10T08:04:54-0500,1,1
7304197298,41590,2020,ram,1500 crew cab big horn,good,8 cylinders,44925,pickup,blue,ar,"35,82","-90,68",2021-04-09T11:11:13-0500,1,1
7303110817,25990,2020,gmc,acadia slt-2 sport utility,good,6 cylinders,70640,SUV,white,ar,"35,82","-90,68",2021-04-07T10:01:13-0500,1,1
7303081918,36590,2021,gmc,acadia denali sport utility,good,6 cylinders,33026,SUV,black,ar,"35,82","-90,68",2021-04-07T09:11:09-0500,1,1
7302616012,41590,2021,buick,enclave avenir sport,good,6 cylinders,29010,SUV,red,ar,"35,82","-90,68",2021-04-06T10:41:18-0500,1,1
7302055634,43590,2021,acura,mdx sh-awd w/technology,good,6 cylinders,12012,other,silver,ar,"35,82","-90,68",2021-04-05T10:01:04-0500,1,1
7301977510,39990,2021,acura,mdx sh-awd sport utility,good,6 cylinders,1237,other,white,ar,"35,82","-90,68",2021-04-05T07:21:41-0500,1,1
7301669424,41990,2020,lincoln,continental reserve,good,6 cylinders,9345,sedan,blue,ar,"35,82","-90,68",2021-04-04T10:41:07-0500,1,1
7316671438,39590,2021,chevrolet,silverado 1500 crew,good,8 cylinders,19160,pickup,red,ar,"34,72","-92,35",2021-05-04T08:31:50-0500,1,1
7316671533,32990,2020,volkswagen,atlas se 4motion,good,6 cylinders,3896,other,silver,ar,"34,72","-92,35",2021-05-04T08:31:59-0500,1,1
7316413211,27250,2020,ford,mustang ecoboost premium,like new,4 cylinders,35000,coupe,silver,ar,"34,16","-97,18",2021-05-03T15:35:42-0500,1,2
7316395336,28250,2020,ram,2500,excellent,8 cylinders,22315,pickup,red,ar,"34,53","-92,17",2021-05-03T15:05:39-0500,1,2
7316138350,33990,2020,jeep,wrangler sport suv 2d,good,6 cylinders,7359,other,white,ar,"34,72","-92,35",2021-05-03T08:02:39-0500,1,1
7316122595,0,2019,ford,f 150 null,good,8 cylinders,17685,pickup,white,ar,"33,57","-92,84",2021-05-03T07:11:12-0500,3,2
7315836392,54000,2021,ram,1500,excellent,8 cylinders,16050,pickup,black,ar,"34,85","-92,41",2021-05-02T13:00:31-0500,1,2
7315023645,37995,2021,toyota,tacoma 2wd,good,6 cylinders,13524,truck,grey,ar,"34,65","-93,06",2021-04-30T16:05:06-0500,1,2
7314829395,39990,2020,nissan,370z nismo coupe 2d,good,6 cylinders,8373,coupe,white,ar,"34,72","-92,35",2021-04-30T10:41:21-0500,1,1
7314829438,37990,2020,ford,mustang gt coupe 2d,good,8 cylinders,337,coupe,black,ar,"34,72","-92,35",2021-04-30T10:41:24-0500,1,1
7314649318,35990,2021,dodge,challenger r/t coupe 2d,good,8 cylinders,1548,coupe,black,ar,"34,72","-92,35",2021-04-29T21:11:06-0500,1,1
7314649279,38990,2020,toyota,tundra crewmax sr5 pickup,good,8 cylinders,15520,pickup,silver,ar,"34,72","-92,35",2021-04-29T21:11:01-0500,1,1
7313732295,29990,2019,chevrolet,colorado crew cab work,good,6 cylinders,11401,pickup,red,ar,"34,72","-92,35",2021-04-28T05:41:30-0500,1,1
7313732258,36590,2021,gmc,sierra 1500 double cab,good,6 cylinders,3592,pickup,white,ar,"34,72","-92,35",2021-04-28T05:41:24-0500,1,1
7313237300,36990,2020,toyota,4runner sr5 sport utility,good,6 cylinders,33909,other,black,ar,"34,72","-92,35",2021-04-27T06:31:31-0500,1,1
7313237295,25990,2020,ram,1500 classic regular cab,good,8 cylinders,12302,pickup,white,ar,"34,72","-92,35",2021-04-27T06:31:31-0500,1,1
7313237260,36590,2020,chevrolet,silverado 1500 crew,good,8 cylinders,7619,pickup,white,ar,"34,72","-92,35",2021-04-27T06:31:26-0500,1,1
7313000196,26900,2020,ford,mustang ecoboost premium,like new,4 cylinders,35000,coupe,silver,ar,"34,16","-97,18",2021-04-26T15:10:14-0500,1,2
7311741697,7950,2019,nissan,versa sv,excellent,4 cylinders,48950,sedan,grey,ar,"35,31","-93,07",2021-04-24T00:30:48-0500,1,2
7311701401,37900,2021,chevrolet,silverado 1500,like new,8 cylinders,5622,truck,white,ar,"36,46","-86,66",2021-04-23T21:12:02-0500,1,2
7311701406,29900,2020,ford,f-150,like new,8 cylinders,23004,truck,white,ar,"36,46","-86,66",2021-04-23T21:12:02-0500,1,2
7311701394,32900,2020,ford,transit,like new,6 cylinders,6735,van,white,ar,"36,46","-86,66",2021-04-23T21:12:01-0500,1,2
7311701387,31900,2020,ford,transit,like new,6 cylinders,29497,van,white,ar,"36,46","-86,66",2021-04-23T21:12:01-0500,1,2
7311701391,33900,2020,gmc,savana,like new,8 cylinders,24585,van,white,ar,"36,46","-86,66",2021-04-23T21:12:01-0500,1,2
7311588015,87700,2021,ford,f250 king ranch,like new,8 cylinders,12900,truck,white,ar,"34,16","-97,18",2021-04-23T16:31:38-0500,2,2
7311555824,26888,2019,chevrolet,colorado crew cab lt,like new,6 cylinders,47000,truck,blue,ar,"34,16","-97,18",2021-04-23T15:33:28-0500,1,2
7311273241,0,2019,ford,taurus limited,good,6 cylinders,28883,sedan,white,ar,"33,57","-92,84",2021-04-23T07:34:29-0500,3,2
7311254025,39590,2021,ford,mustang gt coupe 2d,good,8 cylinders,728,coupe,blue,ar,"34,72","-92,35",2021-04-23T06:11:14-0500,1,1
7311058809,0,2020,ford,f-150,excellent,6 cylinders,15149,truck,white,ar,"34,71","-92,47",2021-04-22T16:07:59-0500,1,2
7309686239,47590,2021,lexus,rx 350l sport utility 4d,good,6 cylinders,6616,other,white,ar,"34,72","-92,35",2021-04-20T03:50:51-0500,1,1
7309252258,20888,2020,chevrolet,equinox 2lt,like new,4 cylinders,35000,SUV,black,ar,"34,16","-97,18",2021-04-19T10:23:56-0500,1,2
7308646805,33990,2019,jeep,wrangler unlimited willys,good,6 cylinders,34636,other,white,ar,"34,72","-92,35",2021-04-18T04:50:34-0500,1,1
7308646776,36590,2020,gmc,sierra 1500 limited double,good,8 cylinders,14222,pickup,blue,ar,"34,72","-92,35",2021-04-18T04:50:25-0500,1,1
7308646854,24590,2019,nissan,frontier crew cab pro-4x,good,6 cylinders,33036,pickup,black,ar,"34,72","-92,35",2021-04-18T04:50:46-0500,1,1
7308131081,39590,2021,toyota,4runner sr5 sport utility,good,6 cylinders,3110,SUV,white,ar,"34,72","-92,35",2021-04-17T03:31:09-0500,1,1
7307780906,20888,2020,chevrolet,equinox 2lt,like new,4 cylinders,35000,SUV,black,ar,"34,16","-97,18",2021-04-16T11:52:56-0500,1,2
7307698595,46911,2020,ram,1500 laramie 4x4,like new,8 cylinders,20300,truck,blue,ar,"34,16","-97,18",2021-04-16T09:52:28-0500,1,2
7307643231,0,2019,ford,f 150 null,good,8 cylinders,17685,pickup,white,ar,"33,57","-92,84",2021-04-16T08:10:54-0500,3,2
7307643088,0,2019,ford,f 150 null,good,8 cylinders,40358,pickup,white,ar,"33,57","-92,84",2021-04-16T08:10:39-0500,3,2
7307506292,33700,2020,ram,1500,like new,8 cylinders,68300,truck,black,ar,"34,16","-97,18",2021-04-15T19:37:07-0500,1,2
7306560128,27590,2019,lincoln,mkx select sport utility,good,6 cylinders,23818,SUV,blue,ar,"34,72","-92,35",2021-04-14T03:50:53-0500,3,1
7306050428,49990,2019,bmw,x5 xdrive50i sport utility,good,8 cylinders,17083,other,black,ar,"34,72","-92,35",2021-04-13T04:40:22-0500,1,2
7305515176,37990,2019,lexus,rx 350l sport utility 4d,good,6 cylinders,32952,SUV,red,ar,"34,72","-92,35",2021-04-12T04:10:54-0500,1,1
7305430035,32888,2020,ram,1500,like new,8 cylinders,68300,truck,black,ar,"34,16","-97,18",2021-04-11T19:35:13-0500,1,2
7304787513,43720,2019,chevrolet,silverado 2500hd 4x4,excellent,8 cylinders,84250,truck,white,ar,"34,16","-97,18",2021-04-10T13:07:34-0500,2,2
7304784594,25900,2020,nissan,frontier sv crew cab,like new,6 cylinders,8400,truck,grey,ar,"34,16","-97,18",2021-04-10T13:03:03-0500,1,2
7304216521,28250,2020,ram,2500,excellent,8 cylinders,22315,pickup,red,ar,"34,53","-92,17",2021-04-09T11:40:30-0500,1,2
7304047953,44590,2020,ford,f150 supercrew cab lariat,good,6 cylinders,37001,pickup,white,ar,"34,72","-92,35",2021-04-09T04:10:25-0500,3,1
7304047949,41990,2020,toyota,4runner limited sport,good,6 cylinders,36630,SUV,white,ar,"34,72","-92,35",2021-04-09T04:10:24-0500,1,1
7304047948,41990,2021,ford,mustang gt coupe 2d,good,8 cylinders,561,coupe,white,ar,"34,72","-92,35",2021-04-09T04:10:23-0500,1,1
7304047950,35990,2021,toyota,4runner sr5 sport utility,good,6 cylinders,33556,SUV,black,ar,"34,72","-92,35",2021-04-09T04:10:24-0500,1,1
7303639982,29600,2020,gmc,savana,like new,8 cylinders,30052,van,white,ar,"36,46","-86,66",2021-04-08T10:08:14-0500,1,2
7303639939,37900,2021,chevrolet,silverado 1500,like new,8 cylinders,5622,truck,white,ar,"36,46","-86,66",2021-04-08T10:08:11-0500,1,2
7303639944,34800,2020,ford,transit,excellent,6 cylinders,31020,van,white,ar,"36,46","-86,66",2021-04-08T10:08:11-0500,1,2
7303639946,31900,2020,ford,transit 250,excellent,6 cylinders,29497,van,white,ar,"36,46","-86,66",2021-04-08T10:08:11-0500,1,2
7303639950,38300,2021,ford,transit,like new,6 cylinders,7540,van,white,ar,"36,46","-86,66",2021-04-08T10:08:11-0500,1,2
7303639936,36700,2020,ford,transit 250,excellent,6 cylinders,14985,van,white,ar,"36,46","-86,66",2021-04-08T10:08:11-0500,1,2
7303640017,32800,2019,ford,transit,excellent,6 cylinders,43479,van,white,ar,"36,46","-86,66",2021-04-08T10:08:17-0500,1,2
7303530910,30990,2020,lincoln,continental select sedan,good,6 cylinders,25786,sedan,silver,ar,"34,72","-92,35",2021-04-08T04:21:03-0500,1,1
7303530900,39990,2021,cadillac,xt5 premium luxury,good,6 cylinders,18136,SUV,white,ar,"34,72","-92,35",2021-04-08T04:21:00-0500,1,1
7303511043,25900,2020,nissan,frontier sv crew cab,like new,6 cylinders,8400,truck,grey,ar,"34,16","-97,18",2021-04-08T00:17:40-0500,1,2
7303508355,28174,2019,chevrolet,traverse premier,like new,6 cylinders,87200,SUV,silver,ar,"34,16","-97,18",2021-04-07T23:58:54-0500,1,2
7303489277,43720,2019,chevrolet,silverado 2500hd 4x4,excellent,8 cylinders,84250,truck,white,ar,"34,16","-97,18",2021-04-07T22:17:14-0500,2,2
7303483078,32888,2020,ram,1500,like new,8 cylinders,68300,truck,black,ar,"34,16","-97,18",2021-04-07T21:52:19-0500,1,2
7303330767,55900,2021,dodge,charger r/t scat pack,like new,8 cylinders,2100,sedan,white,ar,"34,16","-97,18",2021-04-07T15:46:24-0500,1,2
7303093628,0,2019,chevrolet,silverado 1500 lt w,good,8 cylinders,19844,pickup,red,ar,"33,57","-92,84",2021-04-07T09:31:30-0500,3,2
7303004407,42990,2021,chevrolet,silverado 1500 crew,good,8 cylinders,16112,pickup,black,ar,"34,72","-92,35",2021-04-07T03:30:55-0500,1,1
7303004379,38590,2021,chevrolet,silverado 1500 crew,good,8 cylinders,17881,pickup,black,ar,"34,72","-92,35",2021-04-07T03:30:46-0500,1,1
7303004373,36590,2021,gmc,acadia denali sport utility,good,6 cylinders,33026,SUV,black,ar,"34,72","-92,35",2021-04-07T03:30:44-0500,1,1
7302293851,32888,2020,ram,1500,like new,8 cylinders,68300,truck,black,ar,"34,16","-97,18",2021-04-05T16:05:51-0500,1,2
7302290435,0,2019,ram,2500,excellent,6 cylinders,20492,truck,white,ar,"45,08","-94,33",2021-04-05T16:00:13-0500,2,2
7302279286,43720,2019,chevrolet,silverado 2500hd 4x4,excellent,8 cylinders,84250,truck,white,ar,"34,16","-97,18",2021-04-05T15:40:44-0500,2,2
7302271685,28174,2019,chevrolet,traverse premier,like new,6 cylinders,87200,SUV,silver,ar,"34,16","-97,18",2021-04-05T15:28:03-0500,1,2
7302269519,25900,2020,nissan,frontier sv crew cab,like new,6 cylinders,8400,truck,grey,ar,"34,16","-97,18",2021-04-05T15:24:33-0500,1,2
7302266549,20700,2020,gmc,terrain sle,like new,4 cylinders,36840,SUV,white,ar,"34,16","-97,18",2021-04-05T15:19:38-0500,1,2
7302158145,17250,2019,hyundai,santa fe sport,like new,4 cylinders,47000,SUV,blue,ar,"34,16","-97,18",2021-04-05T12:32:21-0500,1,2
7302125645,26900,2019,dodge,challenger sxt plus,like new,6 cylinders,46000,coupe,black,ar,"34,16","-97,18",2021-04-05T11:45:54-0500,1,2
7301591198,45590,2021,acura,mdx advance pkg sport,good,6 cylinders,3687,SUV,white,ar,"34,72","-92,35",2021-04-04T04:21:34-0500,1,1
7301591158,41590,2021,buick,enclave avenir sport,good,6 cylinders,29010,SUV,red,ar,"34,72","-92,35",2021-04-04T04:21:20-0500,1,1
7316205910,33990,2020,jeep,wrangler sport suv 2d,good,6 cylinders,7359,other,white,ar,"33,78","-84,41",2021-05-03T10:11:23-0500,1,1
7316205808,35990,2019,ford,f150 super cab xlt pickup,good,6 cylinders,22812,pickup,black,ar,"33,78","-84,41",2021-05-03T10:11:14-0500,1,1
7313733792,39990,2020,nissan,370z nismo coupe 2d,good,6 cylinders,8373,coupe,white,ar,"33,78","-84,41",2021-04-28T05:52:27-0500,1,1
7313733794,35990,2021,dodge,challenger r/t coupe 2d,good,8 cylinders,1548,coupe,black,ar,"33,78","-84,41",2021-04-28T05:52:28-0500,1,1
7313237221,25990,2020,ram,1500 classic regular cab,good,8 cylinders,12302,pickup,white,ar,"33,78","-84,41",2021-04-27T06:31:22-0500,1,1
7312254812,32990,2019,ford,mustang gt coupe 2d,good,8 cylinders,27726,coupe,red,ar,"33,78","-84,41",2021-04-25T06:11:10-0500,1,1
7311587770,87700,2021,ford,f250 king ranch,like new,8 cylinders,12900,truck,white,ar,"34,16","-97,18",2021-04-23T16:31:10-0500,2,2
7311556259,26888,2019,chevrolet,colorado crew cab lt,like new,6 cylinders,47000,truck,blue,ar,"34,16","-97,18",2021-04-23T15:34:19-0500,1,2
7308902896,38990,2019,ford,f-150,like new,6 cylinders,43200,truck,white,ar,"33,43","-94,04",2021-04-18T14:55:22-0500,1,2
7308650072,40590,2020,ford,f250 super duty regular cab,good,8 cylinders,9313,pickup,white,ar,"33,79","-84,45",2021-04-18T05:20:33-0500,3,1
7307698472,0,2019,hyundai,sonata,good,4 cylinders,131538,sedan,red,ar,"33,21","-92,66",2021-04-16T09:52:13-0500,1,2
7306573584,27990,2020,infiniti,qx60 pure sport utility,good,6 cylinders,32042,SUV,blue,ar,"33,79","-84,45",2021-04-14T06:01:16-0500,3,1
7304575384,34990,2019,ford,mustang gt premium,good,8 cylinders,18650,convertible,black,ar,"33,79","-84,45",2021-04-10T05:21:09-0500,1,1
7303535177,36590,2019,audi,s5 prestige coupe 2d,good,6 cylinders,49963,coupe,blue,ar,"33,79","-84,45",2021-04-08T05:11:13-0500,1,2
7302490870,30990,2019,infiniti,qx60 3.5 sport utility,good,6 cylinders,22821,SUV,blue,ar,"33,79","-84,45",2021-04-06T05:11:29-0500,1,2
7301594873,40990,2020,acura,mdx advance pkg sport,good,6 cylinders,12046,other,red,ar,"33,78","-84,41",2021-04-04T05:20:45-0500,1,1
7316859625,27590,2019,acura,tlx 3.5 sedan 4d,good,6 cylinders,20420,sedan,black,ca,"35,38","-119,02",2021-05-04T11:41:04-0700,1,1
7316802932,17995,2019,honda,civic,new,4 cylinders,33603,sedan,grey,ca,"35,25","-118,94",2021-05-04T10:13:16-0700,1,3
7316613598,36950,2019,chevrolet,silverado 2500 hd,excellent,8 cylinders,97602,truck,white,ca,"33,79","-117,99",2021-05-04T00:23:17-0700,1,2
7316439092,37990,2019,cadillac,xt5 platinum sport,good,6 cylinders,37309,other,white,ca,"35,38","-119,02",2021-05-03T14:20:55-0700,1,1
7316298274,33990,2021,nissan,370z coupe 2d,good,6 cylinders,1000,coupe,white,ca,"35,38","-119,02",2021-05-03T10:31:32-0700,1,1
7316287216,35395,2019,ford,f-150,excellent,6 cylinders,49425,pickup,white,ca,"35,12","-120,58",2021-05-03T10:15:12-0700,1,2
7315826287,31990,2021,gmc,acadia sle sport utility 4d,good,6 cylinders,4108,other,white,ca,"35,38","-119,02",2021-05-02T10:41:16-0700,1,1
7315342341,36590,2020,chevrolet,silverado 1500 crew,good,8 cylinders,7619,pickup,white,ca,"35,38","-119,02",2021-05-01T09:21:19-0700,1,1
7315316567,0,2020,jeep,wrangler unlimited rubicon,excellent,4 cylinders,20827,offroad,grey,ca,"36,33","-119,28",2021-05-01T08:37:08-0700,1,2
7315278973,32000,2021,kia,telluride,like new,6 cylinders,2000,SUV,white,ca,"34,02","-118,16",2021-05-01T07:27:43-0700,1,2
7315205347,35950,2019,chevrolet,silverado 2500 hd,excellent,8 cylinders,113869,truck,silver,ca,"33,79","-117,99",2021-05-01T02:21:21-0700,1,2
7315204944,20950,2019,toyota,tundra crewmax,excellent,8 cylinders,192825,truck,white,ca,"33,79","-117,99",2021-05-01T02:15:01-0700,1,2
7315204890,35950,2019,chevrolet,silverado 2500 hd,excellent,8 cylinders,106874,truck,silver,ca,"33,79","-117,99",2021-05-01T02:14:18-0700,1,2
7315204834,35950,2019,chevrolet,silverado 2500 hd,excellent,8 cylinders,102365,truck,white,ca,"33,79","-117,99",2021-05-01T02:13:27-0700,1,2
7315107899,42995,2019,ford,f-150 platinum,excellent,6 cylinders,61897,truck,white,ca,"36,3","-119,14",2021-04-30T17:06:47-0700,1,2
7315080226,34395,2020,ford,f-150,excellent,8 cylinders,15174,pickup,white,ca,"35,12","-120,58",2021-04-30T16:00:12-0700,1,2
7315047334,31990,2019,jeep,wrangler unlimited sport s,good,6 cylinders,52733,other,black,ca,"35,38","-119,02",2021-04-30T14:51:10-0700,1,1
7315042276,35990,2021,jeep,wrangler sport suv 2d,good,6 cylinders,2600,other,yellow,ca,"35,38","-119,02",2021-04-30T14:41:08-0700,1,1
7315021370,25990,2020,ford,f150 regular cab xlt pickup,good,6 cylinders,21480,pickup,black,ca,"35,38","-119,02",2021-04-30T14:01:14-0700,1,1
7314935300,29600,2020,toyota,tacoma trd sport 4x4,like new,6 cylinders,19000,pickup,grey,ca,"33,93","-118,27",2021-04-30T11:33:25-0700,1,2
7314681134,35590,2020,honda,odyssey ex-l minivan 4d,good,6 cylinders,4265,van,blue,ca,"35,38","-119,02",2021-04-29T21:31:31-0700,1,1
7313780313,26990,2019,volkswagen,atlas s sport utility,good,6 cylinders,21088,other,blue,ca,"35,38","-119,02",2021-04-28T06:41:05-0700,1,1
7313493966,30590,2021,acura,tlx 3.5 sedan 4d,good,6 cylinders,10005,sedan,white,ca,"35,38","-119,02",2021-04-27T12:41:09-0700,1,1
7313457413,34990,2020,ram,1500 classic crew cab big,good,8 cylinders,34139,pickup,white,ca,"35,38","-119,02",2021-04-27T11:41:01-0700,1,1
7313407391,25990,2020,ram,1500 classic regular cab,good,8 cylinders,12302,pickup,white,ca,"35,38","-119,02",2021-04-27T10:21:19-0700,1,1
7313400614,28950,2019,subaru,outback,like new,4 cylinders,34500,SUV,white,ca,"35,61","-117,69",2021-04-27T10:10:34-0700,1,2
7312964814,39990,2020,nissan,370z nismo coupe 2d,good,6 cylinders,8373,coupe,white,ca,"35,38","-119,02",2021-04-26T12:11:14-0700,1,1
7312938973,36990,2019,dodge,charger r/t sedan 4d,good,8 cylinders,3734,sedan,blue,ca,"35,38","-119,02",2021-04-26T11:31:05-0700,1,2
7312837213,24990,2020,nissan,frontier crew cab sv,good,6 cylinders,44934,pickup,white,ca,"35,38","-119,02",2021-04-26T09:00:55-0700,1,1
7312060272,54900,2020,ram,3500 4x4,good,6 cylinders,38780,truck,grey,ca,"37,35","-121,89",2021-04-24T13:36:04-0700,2,2
7311870192,27000,2021,ford,explorer,like new,4 cylinders,7800,SUV,grey,ca,"34,02","-118,16",2021-04-24T08:28:21-0700,1,2
7311795182,38990,2020,toyota,tundra crewmax sr5 pickup,good,8 cylinders,15520,pickup,silver,ca,"35,38","-119,02",2021-04-24T05:51:28-0700,1,1
7311761361,40950,2019,toyota,tundra crewmax,excellent,8 cylinders,19367,truck,white,ca,"33,79","-117,99",2021-04-24T02:29:17-0700,1,2
7311469031,36990,2020,chevrolet,silverado 1500 ld,good,8 cylinders,15898,pickup,blue,ca,"35,38","-119,02",2021-04-23T11:11:43-0700,1,1
7311456384,30999,2020,dodge,charger sxt,like new,6 cylinders,5431,sedan,grey,ca,"35,3","-119,04",2021-04-23T10:52:13-0700,1,2
7311275537,37990,2019,dodge,challenger r/t scat pack,good,8 cylinders,22869,coupe,silver,ca,"35,38","-119,02",2021-04-23T05:41:53-0700,1,1
7310567199,19998,2019,kia,optima,excellent,4 cylinders,90604,sedan,black,ca,"35,34","-119,02",2021-04-21T14:33:54-0700,1,2
7310496874,32995,2019,ford,transit van,excellent,6 cylinders,30061,mini-van,white,ca,"35,12","-120,58",2021-04-21T12:30:13-0700,1,2
7310268623,39990,2019,infiniti,qx80 sport utility 4d,good,8 cylinders,57403,SUV,brown,ca,"35,38","-119,02",2021-04-21T06:13:34-0700,1,2
7309969878,35590,2021,acura,tlx 3.5 w/advance pkg,good,6 cylinders,14628,sedan,blue,ca,"35,38","-119,02",2021-04-20T12:10:57-0700,1,1
7309969720,26990,2019,acura,rdx technology and,good,6 cylinders,30386,other,silver,ca,"35,38","-119,02",2021-04-20T12:10:45-0700,1,1
7309937751,28590,2019,acura,rdx technology and,good,6 cylinders,22703,SUV,blue,ca,"35,38","-119,02",2021-04-20T11:20:41-0700,1,1
7309358522,41590,2019,lexus,rx 350 f sport suv 4d,good,6 cylinders,12017,other,silver,ca,"35,38","-119,02",2021-04-19T10:51:09-0700,1,1
7309278214,27590,2019,lincoln,mkx select sport utility,good,6 cylinders,23818,SUV,blue,ca,"35,38","-119,02",2021-04-19T09:01:02-0700,3,1
7309229703,22990,2021,nissan,maxima sv sedan 4d,good,6 cylinders,31553,sedan,silver,ca,"35,38","-119,02",2021-04-19T07:51:26-0700,1,1
7308883098,32990,2020,chevrolet,colorado crew cab lt,good,6 cylinders,14120,pickup,red,ca,"35,38","-119,02",2021-04-18T12:20:34-0700,3,1
7308836816,35590,2020,gmc,sierra 1500 double cab,good,6 cylinders,8218,pickup,white,ca,"35,38","-119,02",2021-04-18T11:00:45-0700,1,1
7308836796,36590,2020,gmc,sierra 1500 limited double,good,8 cylinders,14222,pickup,blue,ca,"35,38","-119,02",2021-04-18T11:00:43-0700,1,1
7308836776,35990,2021,ram,1500 quad cab laramie pickup,good,8 cylinders,21276,pickup,blue,ca,"35,38","-119,02",2021-04-18T11:00:42-0700,1,1
7308773499,32590,2019,cadillac,cts 3.6 luxury sedan 4d,good,6 cylinders,21335,sedan,black,ca,"35,38","-119,02",2021-04-18T09:10:56-0700,1,1
7308710960,29990,2020,ram,1500 classic regular cab,good,8 cylinders,5224,pickup,white,ca,"35,38","-119,02",2021-04-18T07:10:44-0700,1,1
7308557297,21900,2019,toyota,sienna,like new,6 cylinders,25000,mini-van,black,ca,"35,39","-119,02",2021-04-17T17:19:23-0700,1,2
7308545935,22900,2021,gmc,terrain,like new,4 cylinders,5000,SUV,grey,ca,"35,39","-119,02",2021-04-17T16:48:08-0700,1,2
7308506909,48999,2019,ford,f550,excellent,8 cylinders,116591,pickup,white,ca,"33,75","-117,92",2021-04-17T15:15:13-0700,2,2
7308309781,13900,2021,honda,fit ex hatcback,like new,4 cylinders,950,hatchback,blue,ca,"33,91","-118,33",2021-04-17T09:51:09-0700,1,2
7308295480,45590,2021,hyundai,palisade limited sport,good,6 cylinders,13423,other,blue,ca,"35,38","-119,02",2021-04-17T09:30:56-0700,1,1
7308295705,66590,2021,cadillac,escalade esv luxury,good,8 cylinders,24884,other,black,ca,"35,38","-119,02",2021-04-17T09:31:13-0700,1,1
